9,1,4,2,3,6,8,5,7
2,7,5,8,1,9,3,4,6
6,8,3,4,7,5,1,2,9
5,3,2,6,4,8,7,1,9
8,9,6,7,2,1,3,4,5
1,4,7,5,9,3,6,8,2
7,2,8,1,6,4,5,9,3
3,5,6,9,8,2,4,7,1
4,1,9,3,5,7,2,6,8
