6,5,4,8,3,7,6,9,1
3,8,9,5,1,4,7,5,2
1,7,2,9,6,2,4,8,3
8,9,6,4,5,1,3,2,7
2,3,7,6,8,9,1,4,5
5,4,1,7,2,3,8,6,9
9,1,8,3,4,6,2,7,8
7,6,3,2,9,8,5,1,4
4,2,5,1,7,5,9,3,6
