1,9,4,6,8,5,2,3,7
3,8,7,9,2,4,5,1,6
6,5,2,3,1,7,4,8,9
8,2,3,4,9,1,6,7,5
5,4,1,7,6,3,9,2,8
7,6,9,8,5,2,3,4,1
2,7,5,1,3,9,8,6,4
4,3,6,5,2,8,1,9,7
9,1,8,7,4,6,3,5,2
