1,9,8,6,3,4,7,2,5
6,2,7,5,8,1,9,3,4
5,4,3,7,9,2,1,8,6
3,7,2,4,5,9,8,6,1
8,1,4,3,6,7,5,9,2
9,5,6,2,1,8,4,3,7
2,8,5,9,7,3,6,4,1
4,6,1,8,2,5,3,7,9
7,3,9,1,4,6,2,5,8
