9,6,7,2,5,4,3,1,8
1,8,4,3,7,9,5,6,2
2,5,3,1,8,6,9,4,7
6,9,5,7,4,8,2,3,5
4,3,8,6,2,1,7,9,1
7,1,2,5,9,3,6,8,4
3,7,1,4,6,5,8,2,9
8,2,6,9,1,7,1,5,3
5,4,9,8,3,2,4,7,6
